"item_id","item_type","name","categories","date_created"
"1457","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:34.000"
"1458","Wrenches","Folding Hex Key Set","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T09:08:37.000"
"1459","Phillips Screwdriver","Pittsburghs 1.5in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:27:53.000"
"1460","Phillips Screwdriver","Pittsburghs 1.5in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:27:57.000"
"1461","Phillips Screwdriver","Pittsburghs 1.5in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:28:00.000"
"1462","Phillips Screwdriver","Pittsburghs Narrow 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:32:02.000"
"1463","Phillips Screwdriver","Pittsburghs Narrow 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:32:08.000"
"1464","Phillips Screwdriver","Pittsburghs Narrow 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:32:11.000"
"1465","Phillips Screwdriver","Pittsburghs 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:34:39.000"
"1466","Phillips Screwdriver","Pittsburghs 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:34:43.000"
"1467","Phillips Screwdriver","Pittsburghs 3in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:34:46.000"
"1468","Phillips Screwdriver","Pittsburghs 4in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:37:43.000"
"1469","Phillips Screwdriver","Pittsburghs 4in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:37:49.000"
"1470","Phillips Screwdriver","Pittsburghs 6in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:40:59.000"
"1471","Phillips Screwdriver","Pittsburghs 4in Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:49:36.000"
"1472","Phillips Screwdriver","Pittsburghs 1.5in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:58:06.000"
"1473","Phillips Screwdriver","Pittsburghs 1.5in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:58:14.000"
"1474","Phillips Screwdriver","Pittsburghs 1.5in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T09:58:17.000"
"1475","Phillips Screwdriver","Pittsburghs 2in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:01:42.000"
"1476","Phillips Screwdriver","Pittsburghs 2in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:01:47.000"
"1477","Phillips Screwdriver","Pittsburghs 2in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:01:50.000"
"1478","Phillips Screwdriver","Pittsburghs 4in Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:05:59.000"
"1479","Phillips Screwdriver","Pittsburghs 4in Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:06:02.000"
"1480","Phillips Screwdriver","Pittsburghs 4in Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:06:07.000"
"1481","Phillips Screwdriver","Pittsburghs 4in Medium Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:10:52.000"
"1482","Phillips Screwdriver","Pittsburghs 4in Medium Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:10:57.000"
"1483","Phillips Screwdriver","Pittsburghs 4in Medium Narrow Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:11:00.000"
"1484","Phillips Screwdriver","Pittsburghs 4in Thick Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:15:54.000"
"1485","Phillips Screwdriver","Pittsburghs 4in Thick Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:15:58.000"
"1486","Phillips Screwdriver","Pittsburghs 4in Thick Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:16:01.000"
"1487","Phillips Screwdriver","Pittsburghs 4in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:20:24.000"
"1488","Phillips Screwdriver","Pittsburghs 4in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:20:31.000"
"1489","Phillips Screwdriver","Pittsburghs 4in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:20:35.000"
"1490","Phillips Screwdriver","Pittsburghs 6in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:27:04.000"
"1491","Phillips Screwdriver","Pittsburghs 6in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:27:10.000"
"1492","Phillips Screwdriver","Pittsburghs 8in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:31:36.000"
"1493","Phillips Screwdriver","Pittsburghs 8in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:31:41.000"
"1494","Phillips Screwdriver","Pittsburghs 8in Flat Key Screwdriver","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall","2016-07-21T10:31:45.000"
"1495","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (2-7/8 in Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:47:49.000"
"1496","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (2-7/8 in Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:49:31.000"
"1497","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (3-3/8 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:50:21.000"
"1498","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (3-3/8 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:50:25.000"
"1499","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (4 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:51:02.000"
"1500","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (4 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:51:08.000"
"1501","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (5-1/2 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:51:52.000"
"1502","Pliers, Cutters, and Snips","Pittsburgh Tongue and Groove Joint Pliers Set (5-1/2 in. Jaw Opening)","Carpentry & Woodworking, Clamps, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T12:51:57.000"
"1503","Electric Hedge Trimmer","Electric Hedge Trimmer","Carpentry & Woodworking, Electrical, Power Tools","2016-07-21T15:29:52.000"
"1504","Crescent Wrench","Crescent Wrench","Floor & Wall, Mechanical Tools","2016-07-21T15:58:03.000"
"1505","Needle Nose Pliers","Needle Nose Pliers","Electrical, Mechanical Tools","2016-07-21T16:05:36.000"
"1506","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T16:34:09.000"
"1507","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T16:35:17.000"
"1508","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T16:36:51.000"
"1509","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T16:37:32.000"
"1510","Tape Measures","Measuring Tape - 16' x 3/4","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T16:52:07.000"
"1511","Tape Measures","Measuring Tape - 16' x 3/4","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T16:52:19.000"
"1512","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T17:01:25.000"
"1513","Slip Joint Pliers","Channel Lock Plier","Floor & Wall, Mechanical Tools","2016-07-21T17:02:18.000"
"1514","Tape Measures","Measuring Tape - 25'","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:12:45.000"
"1515","Tape Measures","Measuring Tape - 25'","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:12:53.000"
"1516","Tape Measures","Measuring Tape - 25'","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:12:57.000"
"1517","Rubber Mallets","Pittsbugh 1 lb. Fiberglass Handle Rubber Mallet","Carpentry & Woodworking, Floor & Wall","2016-07-21T17:19:34.000"
"1518","Rubber Mallets","Pittsbugh 1 lb. Fiberglass Handle Rubber Mallet","Carpentry & Woodworking, Floor & Wall","2016-07-21T17:19:37.000"
"1519","Rubber Mallets","Pittsbugh 1 lb. Fiberglass Handle Rubber Mallet","Carpentry & Woodworking, Floor & Wall","2016-07-21T17:19:40.000"
"1520","Wheelbarrow","Trallfa Wheelbarrow","Carpentry & Woodworking, Gardening & Digging","2016-07-21T17:20:20.000"
"1521","Tape Measures","Measuring Tape - 16'","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:23:48.000"
"1522","Needle Nose Pliers","Pittsburgh 8in Long Nose Pliers","Electrical, Mechanical Tools","2016-07-21T17:25:58.000"
"1523","Needle Nose Pliers","Pittsburgh 8in Linesman Pliers","Electrical, Mechanical Tools","2016-07-21T17:28:12.000"
"1524","Needle Nose Pliers","Pittsburgh 6 in. Diagonal Pliers","Electrical, Mechanical Tools","2016-07-21T17:30:24.000"
"1525","Tape Measures","Measuring Tape","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:32:00.000"
"1526","Tape Measures","Measuring Tape","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:32:53.000"
"1527","Tape Measures","Measuring Tape","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T17:33:41.000"
"1528","Stud finder","Pittsburgh 5-In-1 Stud Finder With Voltage Detection","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:33:42.000"
"1529","Stud finder","Pittsburgh 5-In-1 Stud Finder With Voltage Detection","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:33:46.000"
"1530","Wrenches","Pittsburgh 8in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:39:12.000"
"1531","Wrenches","Pittsburgh 8in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:39:16.000"
"1532","Wrenches","Pittsburgh 6in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:42:04.000"
"1533","Wrenches","Pittsburgh 6in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:42:12.000"
"1534","Wrenches","Pittsburgh 10in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:44:40.000"
"1535","Wrenches","Pittsburgh 10in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:44:44.000"
"1536","Chalklines","Chalk Reel","Carpentry & Woodworking, Concrete & Masonry, Mechanical Tools","2016-07-21T17:44:47.000"
"1537","Wrenches","Pittsburgh 12in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:45:52.000"
"1538","Wrenches","Pittsburgh 12in. Adjustable Steel Wrench","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:45:56.000"
"1539","Needle Nose Pliers","Pittsburgh 8in Long Nose Pliers","Electrical, Mechanical Tools","2016-07-21T17:50:15.000"
"1540","Needle Nose Pliers","Pittsburgh 8in Linesman Pliers","Electrical","2016-07-21T17:51:13.000"
"1541","Needle Nose Pliers","Pittsburgh 6 in. Diagonal Pliers","Electrical","2016-07-21T17:51:42.000"
"1542","Chalklines","Chalk Reel","Carpentry & Woodworking, Concrete & Masonry, Mechanical Tools","2016-07-21T17:55:36.000"
"1543","Paint Sprayer","Paint Sprayer","Carpentry & Woodworking, Floor & Wall","2016-07-21T17:56:41.000"
"1544","Needle Nose Pliers","Extra Long Needle Nose Pliers","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T17:59:56.000"
"1545","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:00.000"
"1546","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:07.000"
"1547","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:10.000"
"1548","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:13.000"
"1549","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:16.000"
"1550","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T18:03:19.000"
"1551","Pliers, Cutters, and Snips","9-3/4"" Aviation Snip","Electrical, Floor & Wall","2016-07-21T18:04:52.000"
"1552","Phillips Screwdriver","Phillips screwdriver","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T18:05:55.000"
"1553","Flat Screwdriver","Flat screwdriver","Carpentry & Woodworking, Floor & Wall","2016-07-21T18:11:56.000"
"1554","Fish Tapes","Fish Tape Reel 50 ft. Electric or Communication Wire Puller","Electrical","2016-07-21T18:13:17.000"
"1555","Fish Tapes","Fish Tape Reel 50 ft. Electric or Communication Wire Puller","Electrical","2016-07-21T18:13:21.000"
"1556","Notched Trowel","Notched Trowel - 3/16","Concrete & Masonry, Floor & Wall, Mechanical Tools","2016-07-21T18:13:23.000"
"1557","Fish Tapes","Fish Tape Reel 50 ft. Electric or Communication Wire Puller","Electrical","2016-07-21T18:13:24.000"
"1558","Fish Tapes","Fish Tape Reel 50 ft. Electric or Communication Wire Puller","Electrical","2016-07-21T18:13:27.000"
"1559","Needle Nose Pliers","Needle Nose Pliers","Electrical, Mechanical Tools","2016-07-21T18:20:46.000"
"1560","Needle Nose Pliers","Needle Nose Pliers","Electrical, Mechanical Tools","2016-07-21T18:21:37.000"
"1561","Corded & Plug-in","Bosch 11316EVS SDS-Max Demolition Hammer","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall, Gardening & Digging, Power Tools","2016-07-21T18:31:52.000"
"1562","Drywall Saws","Drywall Saw","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T18:36:17.000"
"1563","Power Saws","Skil saw","Carpentry & Woodworking, Power Tools","2016-07-21T18:36:42.000"
"1564","Staple Gun","Staple Gun","Floor & Wall, Mechanical Tools","2016-07-21T18:48:33.000"
"1565","Bits, Drivers and Accessories","Nut Driver","Mechanical Tools","2016-07-21T18:55:32.000"
"1566","Brushes and Rollers","Nylox Polyester Paint Brush","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T19:25:37.000"
"1567","Brushes and Rollers","Wheel Barrow","Carpentry & Woodworking","2016-07-21T19:30:05.000"
"1568","Brushes and Rollers","Paint Roller cover","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:30:45.000"
"1569","Brushes and Rollers","Paint Roller Frame","Floor & Wall","2016-07-21T19:31:34.000"
"1570","Brushes and Rollers","Extendable Paint Roller Frame","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:32:32.000"
"1571","Brushes and Rollers","Extendable Paint Roller Frame","Floor & Wall","2016-07-21T19:33:19.000"
"1572","Brushes and Rollers","Polyester Paint Brush - 3 1/2""","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T19:34:03.000"
"1573","Brushes and Rollers","Snow Shovel","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:34:13.000"
"1574","Brushes and Rollers","48in Dry Wall T-Square","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:34:56.000"
"1575","Brushes and Rollers","24in Drywall T-Square","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:35:42.000"
"1576","Brushes and Rollers","Hand Pruner","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-21T19:36:29.000"
"1577","Brushes and Rollers","Hand Pruner","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-21T19:37:01.000"
"1578","Brushes and Rollers","Hand Pruner","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-21T19:37:28.000"
"1579","Brushes and Rollers","Paint Brush - 2 1/2","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T19:38:09.000"
"1580","Paste Brush","Tire Paste Brush","Mechanical Tools","2016-07-21T19:46:31.000"
"1581","Brushes and Rollers","Paint Roller cover","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:47:39.000"
"1582","Brushes and Rollers","Paint Roller cover","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:48:26.000"
"1583","Brushes and Rollers","18"" Mud Pan","Carpentry & Woodworking, Floor & Wall","2016-07-21T19:51:40.000"
"1584","Brushes and Rollers","Hand Cultivator","Gardening & Digging","2016-07-21T19:52:33.000"
"1585","Brushes and Rollers","Drywall Corner Trowel","Floor & Wall","2016-07-21T19:53:29.000"
"1586","Push Brooms","Push Broom","Floor & Wall","2016-07-21T20:04:32.000"
"1587","Push Brooms","Dustless Push Broom","Floor & Wall","2016-07-21T20:05:03.000"
"1588","Push Brooms","Push Broom","Floor & Wall","2016-07-21T20:10:15.000"
"1589","Push Brooms","Push Broom","Floor & Wall","2016-07-21T20:13:16.000"
"1590","Metal Garden Rake","Bow Rake","Gardening & Digging","2016-07-21T20:22:38.000"
"1591","Rulers","Stanley Tools Carpenter's Square, Steel, 24""","Carpentry & Woodworking, Floor & Wall","2016-07-21T20:27:54.000"
"1592","Rulers","Stanley Tools Carpenter's Square, Steel, 24""","Carpentry & Woodworking, Floor & Wall","2016-07-21T20:28:01.000"
"1593","Rulers","Stanley Tools Carpenter's Square, Steel, 24""",,"2016-07-21T20:28:04.000"
"1594","Rulers","Empire 48in. I-Beam Aluminum Level","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T20:33:10.000"
"1595","Levels","24in. I-Beam Level","Carpentry & Woodworking, Floor & Wall","2016-07-21T20:50:17.000"
"1596","Lawn Care (other)","4-Prong Spike Aerator","Gardening & Digging","2016-07-21T20:54:19.000"
"1597","Wrenches","The Claw Adjustable Cinch Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Mechanical Tools, Plumbing & Drain Cleaning","2016-07-21T21:05:43.000"
"1598","Pliers, Cutters, and Snips","Stanley Curved Jaw Locking Pliers, 10"" Length, 0 to 1 7/8"" Jaw Capacity","Carpentry & Woodworking, Electrical, Floor & Wall","2016-07-21T21:11:13.000"
"1599","Crow Bars","24in. Crowbar","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T21:13:37.000"
"1600","Crow Bars","12in. Nail Puller","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T21:16:12.000"
"1601","Squares","Empire Level 12"" Combination Square","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T21:29:11.000"
"1602","Squares","Empire Level 12","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T21:29:14.000"
"1603","Squares","Empire Level 12","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T21:29:18.000"
"1604","Tube Cutters","BrassCraft 1/8-in to 1-1/8-in Copper Tube Cutter","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-21T21:32:46.000"
"1605","Tube Cutters","1/8-in to 1-1/8-in Copper Tube Cutter","Carpentry & Woodworking, Clamps, Floor & Wall","2016-07-21T21:34:37.000"
"1606","Squares","Empire Polysquare Rafter Square","Carpentry & Woodworking, Floor & Wall","2016-07-21T21:38:04.000"
"1607","Squares","Empire Polysquare Rafter Square (Gray)","Carpentry & Woodworking, Floor & Wall","2016-07-21T21:38:12.000"
"1608","Squares","Empire 130 T-Bevel","Carpentry & Woodworking, Floor & Wall","2016-07-21T21:38:28.000"
"1609","Saws","12in. Flush Cut Saw","Carpentry & Woodworking, Floor & Wall","2016-07-21T21:46:24.000"
"1610","Squares","Empire 130 T-Bevel","Carpentry & Woodworking, Floor & Wall","2016-07-21T21:47:06.000"
"1611","Quick Grip Clamp","Quick-Grip Locking Handi-Clamp","Clamps","2016-07-21T21:57:33.000"
"1612","Needle Nose Pliers","Needle Nose Plier, 6 in., Serrated","Electrical, Mechanical Tools","2016-07-21T21:59:44.000"
"1613","Wire Strippers","Commerical Electric 7in. Wire Stripper and Cutter","Electrical","2016-07-21T22:02:22.000"
"1614","Pliers, Cutters, and Snips","Diamond Duluth K35 Combination Slip Joint Pliers",,"2016-07-21T22:04:59.000"
"1615","Pliers, Cutters, and Snips","6in. Slip Joint Pliers","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T22:07:15.000"
"1616","Pliers, Cutters, and Snips","8in. Slip Joint Pliers","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T22:08:47.000"
"1617","Pliers, Cutters, and Snips","7in. Slip Joint Pliers","Carpentry & Woodworking, Electrical, Mechanical Tools","2016-07-21T22:10:01.000"
"1618","Pliers, Cutters, and Snips","8in. Adjustable Wrench","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T22:12:14.000"
"1619","Wrenches","2in. Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T22:14:03.000"
"1620","Chalklines","Stanley Chalk Line","Carpentry & Woodworking, Concrete & Masonry, Floor & Wall","2016-07-21T22:16:07.000"
"1621","Flat Screwdriver","4.25"" Flat Screwdriver","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T22:21:23.000"
"1622","Flat Screwdriver","4in. Phillips Screwdriver","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T22:24:27.000"
"1623","Flat Screwdriver","4in. Flat Screwdriver","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T22:26:13.000"
"1624","Flat Screwdriver","3in. Flat Screwdriver","Carpentry & Woodworking, Floor & Wall, Mechanical Tools","2016-07-21T22:27:43.000"
"1625","C-Clamps","2in. C-Clamp","Clamps","2016-07-21T22:30:43.000"
"1626","Pipe Wrenches","18in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T22:40:07.000"
"1627","Pipe Wrenches","18in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T22:40:53.000"
"1628","Pipe Wrenches","18in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T22:41:13.000"
"1629","Pipe Wrenches","18in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T22:44:36.000"
"1630","Pipe Wrenches","24in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T22:46:01.000"
"1631","Pliers, Cutters, and Snips","8in. Slip Joint Pliers","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T23:06:54.000"
"1632","Pliers, Cutters, and Snips","16"" Pliers Tongue and Groove","Carpentry & Woodworking, Concrete & Masonry, Electrical, Floor & Wall, Mechanical Tools","2016-07-21T23:10:09.000"
"1633","Pliers, Cutters, and Snips","14in. H.K. Bolt Cutters","Floor & Wall, Mechanical Tools","2016-07-21T23:14:48.000"
"1634","Trimmers","Sprinkler Head Trimmer, 3-1/2 In",,"2016-07-21T23:19:06.000"
"1635","Wonder Bar","15-1/2 in. Super Wonder Bar Pry Bar","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-21T23:22:22.000"
"1636","Wonder Bar","13in. Wonder Bar Pry Bar","Carpentry & Woodworking, Floor & Wall, Gardening & Digging","2016-07-21T23:24:59.000"
"1637","Nail Puller","Nail Puller Pry Bar (Red)","Carpentry & Woodworking, Floor & Wall","2016-07-21T23:28:24.000"
"1638","Squares","Empire Polysquare Rafter Square (Gray)","Carpentry & Woodworking, Floor & Wall","2016-07-21T23:30:23.000"
"1639","Pipe Wrenches","14in. Aluminum Straight Pipe Wrench","Carpentry & Woodworking, Electrical, Floor & Wall, Material Handling, Mechanical Tools","2016-07-21T23:31:28.000"
"1640","Pliers, Cutters, and Snips","Straight Cut Aviation Snips","Electrical, Floor & Wall","2016-07-21T23:32:54.000"
"1641","Drills","3/8"" VSR Drill","Carpentry & Woodworking, Floor & Wall, Power Tools","2016-07-21T23:35:51.000"
"1642","Needle Nose Pliers","Needle Nose Pliers","Electrical, Mechanical Tools","2016-07-21T23:37:48.000"
"1643","Needle Nose Pliers","Needle Nose Pliers","Electrical, Mechanical Tools","2016-07-21T23:37:52.000"
"1644","Drywall Saws","Nicholson Drywall Hand Saw","Carpentry & Woodworking, Floor & Wall","2016-07-22T11:00:39.000"
"1645","Drywall Saws","JackPro 20-Inch Aggressive Teeth Drywall Hand Saw","Carpentry & Woodworking, Floor & Wall","2016-07-22T11:08:08.000"
"1646","Back Saw","Disston Backsaw 12 Ppi 14” X 4.25","Carpentry & Woodworking, Floor & Wall","2016-07-22T11:19:26.000"
"1647","Key Hole Saw","Key Hole Saw","Carpentry & Woodworking, Floor & Wall","2016-07-22T11:25:49.000"
"1648","Key Hole Saw","Key Hole Saw","Carpentry & Woodworking, Floor & Wall","2016-07-22T11:27:14.000"
"1649","Rebar Cutters & Benders","HK Porter Rebar Cutter and Bender","Mechanical Tools, Plumbing & Drain Cleaning","2016-07-22T11:58:45.000"
