txn_id,post_date,account_id,applicant_id,slip_id,basin,rate_class,txn_type,length_ft_billed,months_billed,foot_months,rate_per_foot_month,amount,tax_amount,total_amount,payment_status,due_date,paid_date,notes
TXN-202408-039873,2024-08-01,AC-EW-0912,WL-03562,EW-0912,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,70,1,70,7.55,528.5,67.86,596.36,PAID,2024-08-15,2024-08-24,
TXN-202408-039874,2024-08-01,AC-EW-0912,WL-03562,EW-0912,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,86.98,11.17,98.15,PAID,2024-08-15,2024-08-24,metered
TXN-202408-039933,2024-08-01,AC-EW-0913,WL-02382,EW-0913,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,48,1,48,7.55,362.4,46.53,408.93,PAID,2024-08-15,2024-08-07,
TXN-202408-039934,2024-08-01,AC-EW-0913,WL-02382,EW-0913,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,115.46,14.83,130.29,PAID,2024-08-15,2024-08-07,metered
TXN-202408-039989,2024-08-01,AC-EW-0914,WL-02046,EW-0914,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,7.55,211.4,27.14,238.54,PAID,2024-08-15,2024-08-04,
TXN-202408-039990,2024-08-01,AC-EW-0914,WL-02046,EW-0914,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,117.34,15.07,132.41,PAID,2024-08-15,2024-08-04,metered
TXN-202408-040032,2024-08-01,AC-EW-0915,WL-03170,EW-0915,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-17,
TXN-202408-040033,2024-08-01,AC-EW-0915,WL-03170,EW-0915,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,64.57,8.29,72.86,PAID,2024-08-15,2024-08-17,metered
TXN-202408-040081,2024-08-01,AC-EW-0916,WL-03268,EW-0916,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,7.55,407.7,52.35,460.05,PAID,2024-08-15,2024-08-22,
TXN-202408-040142,2024-08-01,AC-EW-0917,WL-03374,EW-0917,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,7.55,369.95,47.5,417.45,PAID,2024-08-15,2024-08-23,
TXN-202408-040192,2024-08-01,AC-EW-0918,WL-02502,EW-0918,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,30,1,30,7.55,226.5,29.08,255.58,PAID,2024-08-15,2024-08-09,
TXN-202408-040193,2024-08-01,AC-EW-0918,WL-02502,EW-0918,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,116.13,14.91,131.04,PAID,2024-08-15,2024-08-09,metered
TXN-202408-040253,2024-08-01,AC-EW-0919,WL-03012,EW-0919,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,7.55,468.1,60.1,528.2,PAID,2024-08-15,2024-08-15,
TXN-202408-040325,2024-08-01,AC-EW-0920,WL-02451,EW-0920,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,52,1,52,7.55,392.6,50.41,443.01,PAID,2024-08-15,2024-08-04,
TXN-202408-040326,2024-08-01,AC-EW-0920,WL-02451,EW-0920,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,70.66,9.07,79.73,PAID,2024-08-15,2024-08-04,metered
TXN-202408-040390,2024-08-01,AC-EW-0921,WL-01499,EW-0921,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,7.55,468.1,60.1,528.2,PAID,2024-08-15,2024-08-18,
TXN-202408-040460,2024-08-01,AC-EW-0922,WL-03568,EW-0922,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,7.55,211.4,27.14,238.54,PAID,2024-08-15,2024-08-10,
TXN-202408-040461,2024-08-01,AC-EW-0922,WL-03568,EW-0922,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,78.47,10.08,88.55,PAID,2024-08-15,2024-08-10,metered
TXN-202408-040501,2024-08-01,AC-EW-0923,WL-03351,EW-0923,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,7.55,309.55,39.75,349.3,PAID,2024-08-15,2024-08-20,
TXN-202408-040565,2024-08-01,AC-EW-1001,WL-03821,EW-1001,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-18,
TXN-202408-040566,2024-08-01,AC-EW-1001,WL-03821,EW-1001,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,44.32,5.69,50.01,PAID,2024-08-15,2024-08-18,metreed
TXN-202408-040628,2024-08-01,AC-EW-1002,WL-02120,EW-1002,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,7.55,211.4,27.14,238.54,PAID,2024-08-15,2024-08-11,
TXN-202408-040674,2024-08-01,AC-EW-1003,WL-01595,EW-1003,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,7.55,302.0,38.78,340.78,PAID,2024-08-15,2024-08-23,
TXN-202408-040675,2024-08-01,AC-EW-1003,WL-01595,EW-1003,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,24.65,3.17,27.82,PAID,2024-08-15,2024-08-23,metered
TXN-202408-040750,2024-08-01,AC-EW-1005,WL-01010,EW-1005,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,7.55,241.6,31.02,272.62,PAID,2024-08-15,2024-08-11,
TXN-202408-040806,2024-08-01,AC-EW-1007,WL-02438,EW-1007,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,54,1,54,7.55,407.7,52.35,460.05,PAID,2024-08-15,2024-08-20,
TXN-202408-040870,2024-08-01,AC-EW-1008,WL-02219,EW-1008,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-23,
TXN-202408-040871,2024-08-01,AC-EW-1008,WL-02219,EW-1008,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,115.38,14.81,130.19,PAID,2024-08-15,2024-08-23,metered
TXN-202408-040925,2024-08-01,AC-EW-1010,WL-02063,EW-1010,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,45,1,45,7.55,339.75,43.62,383.37,PAID,2024-08-15,2024-08-22,
TXN-202408-041004,2024-08-01,AC-EW-1011,WL-03465,EW-1011,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,7.55,309.55,39.75,349.3,PAID,2024-08-15,2024-08-22,
TXN-202408-041071,2024-08-01,AC-EW-1012,WL-02406,EW-1012,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,53,1,53,7.55,400.15,51.38,451.53,OPEN,2024-08-15,,
TXN-202408-041072,2024-08-01,AC-EW-1012,WL-02406,EW-1012,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,37.82,4.86,42.68,OPEN,2024-08-15,,metered
TXN-202408-041117,2024-08-01,AC-EW-1013,WL-02008,EW-1013,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,7.55,302.0,38.78,340.78,PAID,2024-08-15,2024-08-27,
TXN-202408-041168,2024-08-01,AC-EW-1014,WL-02680,EW-1014,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,7.55,302.0,38.78,340.78,LATE,2024-08-15,,
TXN-202408-041229,2024-08-01,AC-EW-1015,WL-03353,EW-1015,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,24,1,24,7.55,181.2,23.27,204.47,PAID,2024-08-15,2024-08-12,
TXN-202408-041230,2024-08-01,AC-EW-1015,WL-03353,EW-1015,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,115.21,14.79,130.0,PAID,2024-08-15,2024-08-12,metered
TXN-202408-041287,2024-08-01,AC-EW-1016,WL-01746,EW-1016,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,7.55,422.8,54.29,477.09,PAID,2024-08-15,2024-08-12,
TXN-202408-041288,2024-08-01,AC-EW-1016,WL-01746,EW-1016,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,112.96,14.5,127.46,PAID,2024-08-15,2024-08-12,metered
TXN-202408-041331,2024-08-01,AC-EW-1017,WL-02717,EW-1017,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,62,1,62,7.55,468.1,60.1,528.2,PAID,2024-08-15,2024-08-23,
TXN-202408-041332,2024-08-01,AC-EW-1017,WL-02717,EW-1017,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,88.87,11.41,100.28,PAID,2024-08-15,2024-08-23,metered
TXN-202408-041397,2024-08-01,AC-EW-1018,WL-01540,EW-1018,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,61,1,61,7.55,460.55,59.13,519.68,PAID,2024-08-15,2024-08-25,
TXN-202408-041444,2024-08-01,AC-EW-1019,WL-03583,EW-1019,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,51,1,51,7.55,385.05,49.44,434.49,PAID,2024-08-15,2024-08-19,
TXN-202408-041492,2024-08-01,AC-EW-1021,WL-03888,EW-1021,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,70,1,70,7.55,528.5,67.86,596.36,PAID,2024-08-15,2024-08-17,
TXN-202408-041558,2024-08-01,AC-EW-1022,WL-01788,EW-1022,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,39,1,39,7.55,294.45,37.81,332.26,PAID,2024-08-15,2024-08-13,
TXN-202408-041559,2024-08-01,AC-EW-1022,WL-01788,EW-1022,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,54.5,7.0,61.5,PAID,2024-08-15,2024-08-13,metered
TXN-202408-041618,2024-08-01,AC-EW-1023,WL-01824,EW-1023,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-24,
TXN-202408-041670,2024-08-01,AC-EW-1024,WL-03180,EW-1024,Eastwey,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,7.55,256.7,32.96,289.66,PAID,2024-08-15,2024-08-24,
TXN-202408-041671,2024-08-01,AC-EW-1024,WL-03180,EW-1024,Eastwey,NON_COMM_MONTHLY,ELECTRICITY,,,,,47.81,6.14,53.95,PAID,2024-08-15,2024-08-24,metered
TXN-202408-041721,2024-08-01,AC-GW-0102,WL-01136,GW-0102,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,44,1,44,7.55,332.2,42.65,374.85,PAID,2024-08-15,2024-08-08,
TXN-202408-041722,2024-08-01,AC-GW-0102,WL-01136,GW-0102,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,55.42,7.12,62.54,PAID,2024-08-15,2024-08-08,metered
TXN-202408-041794,2024-08-01,AC-GW-0103,WL-02233,GW-0103,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,45,1,45,7.55,339.75,43.62,383.37,PAID,2024-08-15,2024-08-06,
TXN-202408-041849,2024-08-01,AC-GW-0104,WL-01980,GW-0104,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-07,
TXN-202408-041918,2024-08-01,AC-GW-0105,WL-03409,GW-0105,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-10,
TXN-202408-041919,2024-08-01,AC-GW-0105,WL-03409,GW-0105,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,32.73,4.2,36.93,PAID,2024-08-15,2024-08-10,metered
TXN-202408-041961,2024-08-01,AC-GW-0106,WL-01773,GW-0106,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-25,
TXN-202408-042011,2024-08-01,AC-GW-0108,WL-02927,GW-0108,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,7.55,354.85,45.56,400.41,PAID,2024-08-15,2024-08-06,
TXN-202408-042012,2024-08-01,AC-GW-0108,WL-02927,GW-0108,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,32.64,4.19,36.83,PAID,2024-08-15,2024-08-06,metered
TXN-202408-042050,2024-08-01,AC-GW-0109,WL-02979,GW-0109,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,55,1,55,7.55,415.25,53.32,468.57,PAID,2024-08-15,2024-08-03,
TXN-202408-042119,2024-08-01,AC-GW-0110,WL-02479,GW-0110,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-13,
TXN-202408-042197,2024-08-01,AC-GW-0111,WL-03229,GW-0111,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-26,
TXN-202408-042260,2024-08-01,AC-GW-0112,WL-01208,GW-0112,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,7.55,241.6,31.02,272.62,PAID,2024-08-15,2024-08-26,
TXN-202408-042261,2024-08-01,AC-GW-0112,WL-01208,GW-0112,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,56.25,7.22,63.47,PAID,2024-08-15,2024-08-26,metered
TXN-202408-042316,2024-08-01,AC-GW-0113,WL-01259,GW-0113,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,46,1,46,7.55,347.3,44.59,391.89,PAID,2024-08-15,2024-08-23,
TXN-202408-042317,2024-08-01,AC-GW-0113,WL-01259,GW-0113,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,83.33,10.7,94.03,PAID,2024-08-15,2024-08-23,metered
TXN-202408-042389,2024-08-01,AC-GW-0114,WL-02985,GW-0114,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,7.55,279.35,35.87,315.22,PAID,2024-08-15,2024-08-25,
TXN-202408-042390,2024-08-01,AC-GW-0114,WL-02985,GW-0114,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,128.6,16.51,145.11,PAID,2024-08-15,2024-08-25,mteered
TXN-202408-042456,2024-08-01,AC-GW-0115,WL-01610,GW-0115,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-09,
TXN-202408-042538,2024-08-01,AC-GW-0116,WL-02724,GW-0116,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-05,
TXN-202408-042581,2024-08-01,AC-GW-0117,WL-02588,GW-0117,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-18,
TXN-202408-042582,2024-08-01,AC-GW-0117,WL-02588,GW-0117,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,96.36,12.37,108.73,PAID,2024-08-15,2024-08-18,metered
TXN-202408-042637,2024-08-01,AC-GW-0118,WL-02840,GW-0118,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-09,
TXN-202408-042710,2024-08-01,AC-GW-0119,WL-01624,GW-0119,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,38,1,38,7.55,286.9,36.84,323.74,PAID,2024-08-15,2024-08-15,
TXN-202408-042711,2024-08-01,AC-GW-0119,WL-01624,GW-0119,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,21.81,2.8,24.61,PAID,2024-08-15,2024-08-15,metered
TXN-202408-042765,2024-08-01,AC-GW-0120,WL-01224,GW-0120,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-26,
TXN-202408-042766,2024-08-01,AC-GW-0120,WL-01224,GW-0120,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,90.57,11.63,102.2,PAID,2024-08-15,2024-08-26,metered
TXN-202408-042840,2024-08-01,AC-GW-0121,WL-01763,GW-0121,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,41,1,41,7.55,309.55,39.75,349.3,PAID,2024-08-15,2024-08-25,
TXN-202408-042841,2024-08-01,AC-GW-0121,WL-01763,GW-0121,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,103.11,13.24,116.35,PAID,2024-08-15,2024-08-25,metered
TXN-202408-042909,2024-08-01,AC-GW-0122,WL-01683,GW-0122,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,7.55,241.6,31.02,272.62,PAID,2024-08-15,2024-08-22,
TXN-202408-042973,2024-08-01,AC-GW-0123,WL-03611,GW-0123,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-03,
TXN-202408-042974,2024-08-01,AC-GW-0123,WL-03611,GW-0123,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,59.18,7.6,66.78,PAID,2024-08-15,2024-08-03,metered
TXN-202408-043050,2024-08-01,AC-GW-0201,WL-01782,GW-0201,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,37,1,37,7.55,279.35,35.87,315.22,PAID,2024-08-15,2024-08-09,
TXN-202408-043051,2024-08-01,AC-GW-0201,WL-01782,GW-0201,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,25.38,3.26,28.64,PAID,2024-08-15,2024-08-09,metered
TXN-202408-043085,2024-08-01,AC-GW-0202,WL-03086,GW-0202,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-20,
TXN-202408-043128,2024-08-01,AC-GW-0204,WL-02069,GW-0204,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,32,1,32,7.55,241.6,31.02,272.62,PAID,2024-08-15,2024-08-19,
TXN-202408-043183,2024-08-01,AC-GW-0205,WL-01865,GW-0205,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,50,1,50,7.55,377.5,48.47,425.97,PAID,2024-08-15,2024-08-22,
TXN-202408-043259,2024-08-01,AC-GW-0206,WL-03352,GW-0206,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,7.55,422.8,54.29,477.09,PAID,2024-08-15,2024-08-25,
TXN-202408-043260,2024-08-01,AC-GW-0206,WL-03352,GW-0206,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,109.51,14.06,123.57,PAID,2024-08-15,2024-08-25,metered
TXN-202408-043330,2024-08-01,AC-GW-0207,WL-01291,GW-0207,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,53,1,53,7.55,400.15,51.38,451.53,PAID,2024-08-15,2024-08-04,
TXN-202408-043395,2024-08-01,AC-GW-0208,WL-02505,GW-0208,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,58,1,58,7.55,437.9,56.23,494.13,PAID,2024-08-15,2024-08-23,
TXN-202408-043470,2024-08-01,AC-GW-0209,WL-01421,GW-0209,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,7.55,302.0,38.78,340.78,PAID,2024-08-15,2024-08-26,
TXN-202408-043471,2024-08-01,AC-GW-0209,WL-01421,GW-0209,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,84.51,10.85,95.36,PAID,2024-08-15,2024-08-26,metered
TXN-202408-043516,2024-08-01,AC-GW-0210,WL-03832,GW-0210,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,40,1,40,7.55,302.0,38.78,340.78,PAID,2024-08-15,2024-08-16,
TXN-202408-043570,2024-08-01,AC-GW-0211,WL-03139,GW-0211,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,28,1,28,7.55,211.4,27.14,238.54,PAID,2024-08-15,2024-08-18,
TXN-202408-043615,2024-08-01,AC-GW-0212,WL-02184,GW-0212,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-22,
TXN-202408-043616,2024-08-01,AC-GW-0212,WL-02184,GW-0212,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,114.15,14.66,128.81,PAID,2024-08-15,2024-08-22,metered
TXN-202408-043673,2024-08-01,AC-GW-0213,WL-02363,GW-0213,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,29,1,29,7.55,218.95,28.11,247.06,PAID,2024-08-15,2024-08-08,
TXN-202408-043745,2024-08-01,AC-GW-0214,WL-03720,GW-0214,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,26,1,26,7.55,196.3,25.2,221.5,PAID,2024-08-15,2024-08-13,
TXN-202408-043789,2024-08-01,AC-GW-0215,WL-01436,GW-0215,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,34,1,34,7.55,256.7,32.96,289.66,PAID,2024-08-15,2024-08-10,
TXN-202408-043838,2024-08-01,AC-GW-0216,WL-03614,GW-0216,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-14,
TXN-202408-043839,2024-08-01,AC-GW-0216,WL-03614,GW-0216,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,51.63,6.63,58.26,PAID,2024-08-15,2024-08-14,metered
TXN-202408-043878,2024-08-01,AC-GW-0217,WL-02984,GW-0217,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-16,
TXN-202408-043951,2024-08-01,AC-GW-0218,WL-01556,GW-0218,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-25,
TXN-202408-044029,2024-08-01,AC-GW-0220,WL-02436,GW-0220,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-04,
TXN-202408-044067,2024-08-01,AC-GW-0221,WL-02319,GW-0221,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,LATE,2024-08-15,,
TXN-202408-044068,2024-08-01,AC-GW-0221,WL-02319,GW-0221,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,107.22,13.77,120.99,OPEN,2024-08-15,,metered
TXN-202408-044109,2024-08-01,AC-GW-0222,WL-01365,GW-0222,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-07,
TXN-202408-044110,2024-08-01,AC-GW-0222,WL-01365,GW-0222,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,37.24,4.78,42.02,PAID,2024-08-15,2024-08-07,metered
TXN-202408-044191,2024-08-01,AC-GW-0223,WL-01975,GW-0223,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,46,1,46,7.55,347.3,44.59,391.89,PAID,2024-08-15,2024-08-14,
TXN-202408-044229,2024-08-01,AC-GW-0301,WL-01964,GW-0301,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,33,1,33,7.55,249.15,31.99,281.14,PAID,2024-08-15,2024-08-11,
TXN-202408-044230,2024-08-01,AC-GW-0301,WL-01964,GW-0301,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,127.22,16.34,143.56,PAID,2024-08-15,2024-08-11,metered
TXN-202408-044282,2024-08-01,AC-GW-0302,WL-01735,GW-0302,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,56,1,56,7.55,422.8,54.29,477.09,PAID,2024-08-15,2024-08-16,
TXN-202408-044364,2024-08-01,AC-GW-0303,WL-02091,GW-0303,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,30,1,30,7.55,226.5,29.08,255.58,LATE,2024-08-15,,
TXN-202408-044365,2024-08-01,AC-GW-0303,WL-02091,GW-0303,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,108.99,13.99,122.98,OPEN,2024-08-15,,metered
TXN-202408-044435,2024-08-01,AC-GW-0304,WL-01040,GW-0304,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,7.55,271.8,34.9,306.7,LATE,2024-08-15,,
TXN-202408-044436,2024-08-01,AC-GW-0304,WL-01040,GW-0304,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,52.12,6.69,58.81,OPEN,2024-08-15,,metered
TXN-202408-044490,2024-08-01,AC-GW-0305,WL-02528,GW-0305,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,80,1,80,7.55,604.0,77.55,681.55,PAID,2024-08-15,2024-08-05,
TXN-202408-044491,2024-08-01,AC-GW-0305,WL-02528,GW-0305,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,54.72,7.03,61.75,PAID,2024-08-15,2024-08-05,metered
TXN-202408-044561,2024-08-01,AC-GW-0306,WL-02723,GW-0306,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,47,1,47,7.55,354.85,45.56,400.41,PAID,2024-08-15,2024-08-04,
TXN-202408-044639,2024-08-01,AC-GW-0307,WL-02437,GW-0307,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,42,1,42,7.55,317.1,40.72,357.82,PAID,2024-08-15,2024-08-18,
TXN-202408-044640,2024-08-01,AC-GW-0307,WL-02437,GW-0307,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,139.51,17.91,157.42,PAID,2024-08-15,2024-08-18,metered
TXN-202408-044696,2024-08-01,AC-GW-0308,WL-01165,GW-0308,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,60,1,60,7.55,453.0,58.17,511.17,PAID,2024-08-15,2024-08-16,
TXN-202408-044697,2024-08-01,AC-GW-0308,WL-01165,GW-0308,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,41.46,5.32,46.78,PAID,2024-08-15,2024-08-16,metered
TXN-202408-044746,2024-08-01,AC-GW-0309,WL-03290,GW-0309,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,49,1,49,7.55,369.95,47.5,417.45,LATE,2024-08-15,,
TXN-202408-044824,2024-08-01,AC-GW-0310,WL-03315,GW-0310,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,36,1,36,7.55,271.8,34.9,306.7,PAID,2024-08-15,2024-08-16,
TXN-202408-044863,2024-08-01,AC-GW-0312,WL-01955,GW-0312,Gullwing,NON_COMM_MONTHLY,MONTHLY_MOORAGE,70,1,70,7.55,528.5,67.86,596.36,PAID,2024-08-15,2024-08-25,
TXN-202408-044864,2024-08-01,AC-GW-0312,WL-01955,GW-0312,Gullwing,NON_COMM_MONTHLY,ELECTRICITY,,,,,103.28,13.26,116.54,PAID,2024-08-15,2024-08-25,metered
