amendment_id,amendment_ts,applicant_id,field_code,field_label,old_value,new_value,workstation_id,source_document,requires_cert,counter_log_ref,notes
AMD-001244,2024-08-06,WL-01492,LOA,Length Overall (LOA),51.6,49.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-01-03,Y,day log 2024-08-06,
AMD-001245,2024-08-07,WL-01971,GROSS_TONNAGE,Gross Tonnage (GT),29.6,31.4,HB-COUNTER-2,MC-2024-0138,Y,day log 2024-08-07,
AMD-001246,2024-08-07,WL-01536,FLAG,Flag State,WOOD,FIBERGLASS,HB-COUNTER-2,bill of sale,N,day log 2024-08-07,
AMD-001247,2024-08-07,WL-02336,FLAG,Flag State,SAIL_MONO,POWER_INBOARD,HB-COUNTER-2,driver's license,N,day log 2024-08-07,
AMD-001248,2024-08-07,WL-02771,ENGINE_MAKE,Engine Make / Model,COMMERCIAL_FISH,SAIL_MONO,HB-COUNTER-2,,N,day log 2024-08-07,
AMD-001249,2024-08-08,WL-01092,FLAG,Flag State,HOUSEBOAT,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2024-08-08,
AMD-001250,2024-08-09,WL-01582,VESSEL_NAME,Vessel Name,SCOTER VEER,KESTREL DANCER,HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-09,
AMD-001251,2024-08-09,WL-03810,HIN,Hull Identification Number,CHD95670G964,CHD82574I817,HB-COUNTER-2,,N,day log 2024-08-09,
AMD-001252,2024-08-10,WL-01314,OWNER_NAME,Owner Name,FIBERGLASS,CA,HB-COUNTER-2,driver's license,N,day log 2024-08-10,
AMD-001253,2024-08-10,WL-02588,HULL_MATERIAL,Hull Material,WOOD,SAIL_MONO,HB-COUNTER-2,bill of sale,N,day log 2024-08-10,
AMD-001254,2024-08-11,WL-03906,OWNER_NAME,Owner Name,CA,SPORTFISH,HB-COUNTER-2,insurance decl page,N,day log 2024-08-11,
AMD-001255,2024-08-11,WL-01646,ENGINE_HP,Engine Horsepower,110,375,HB-COUNTER-2,registration,N,day log 2024-08-11,
AMD-001256,2024-08-11,WL-01815,ENGINE_HP,Engine Horsepower,150,85,HB-COUNTER-2,,N,day log 2024-08-11,
AMD-001257,2024-08-12,WL-02632,NET_TONNAGE,Net Tonnage (NT),26.8,25.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-03-26,Y,day log 2024-08-12,
AMD-001258,2024-08-12,WL-02187,HIN,Hull Identification Number,CHD53772H101,CHD46682N126,HB-COUNTER-2,bill of sale,N,day log 2024-08-12,
AMD-001259,2024-08-12,WL-01832,ENGINE_MAKE,Engine Make / Model,TRAWLER,POWER_INBOARD,HB-COUNTER-2,,N,day log 2024-08-12,
AMD-001260,2024-08-14,WL-03524,LOA,Length Overall (LOA),31.3,29.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-07-21,Y,day log 2024-08-14,
AMD-001261,2024-08-14,WL-01081,GROSS_TONNAGE,Gross Tonnage (GT),4.4,5.3,HB-COUNTER-2,MC-2024-0267,Y,day log 2024-08-14,
AMD-001262,2024-08-17,WL-03821,VESSEL_TYPE,Vessel Type,POWER_INBOARD,SPORTFISH,HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-17,
AMD-001263,2024-08-18,WL-03800,LOA,Length Overall (LOA),35.4,32.5,HB-COUNTER-2,MC-2024-0608,Y,day log 2024-08-18,
AMD-001264,2024-08-18,WL-01499,HULL_MATERIAL,Hull Material,CRUISER,CA,HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-18,
AMD-001265,2024-08-19,WL-01655,VESSEL_NAME,Vessel Name,PINTAIL WIND,MURRE CREST,HB-COUNTER-2,bill of sale,N,day log 2024-08-19,
AMD-001266,2024-08-20,WL-02888,OWNER_ADDRESS,Owner Address,"5210 Gina Tunnel, Chaldale, WA","581 Susan Cliffs, Tacoma, WA",HB-COUNTER-2,bill of sale,N,day log 2024-08-20,
AMD-001267,2024-08-20,WL-03433,LOA,Length Overall (LOA),45.4,43.4,HB-COUNTER-2,MC-2024-0755,Y,day log 2024-08-20,
AMD-001268,2024-08-22,WL-03559,ENGINE_HP,Engine Horsepower,110,85,HB-COUNTER-2,registration,N,day log 2024-08-22,
AMD-001269,2024-08-22,WL-03772,OWNER_ADDRESS,Owner Address,"6370 Scott Inlet, Portland, OR","1874 Dylan Lake, Everett, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-22,
AMD-001270,2024-08-22,WL-02777,BUILD_LOCATION,Build Location / Yard,CA,ALUMINUM,HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-22,
AMD-001271,2024-08-23,WL-02813,FLAG,Flag State,CRUISER,US,HB-COUNTER-2,registration,N,day log 2024-08-23,
AMD-001272,2024-08-24,WL-03172,PROPULSION_TYPE,Propulsion Type,POWER_INBOARD,HOUSEBOAT,HB-COUNTER-2,registration,N,day log 2024-08-24,
AMD-001273,2024-08-24,WL-02460,HULL_MATERIAL,Hull Material,SPORTFISH,SPORTFISH,HB-COUNTER-2,driver's license,N,day log 2024-08-24,
AMD-001274,2024-08-26,WL-02392,DRAFT,Draft (Depth),5.9,5.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-15,Y,day log 2024-08-26,
AMD-001275,2024-08-28,WL-01715,VESSEL_NAME,Vessel Name,DRIFT SHORE,PINTAIL DANCER,HB-COUNTER-2,owner declaration at counter,N,day log 2024-08-28,
AMD-001276,2024-08-28,WL-03730,BEAM,Beam (Width),14.3,14.7,HB-COUNTER-2,MC-2024-0929,Y,day log 2024-08-28,
AMD-001277,2024-08-28,WL-03495,OWNER_ADDRESS,Owner Address,"8803 Hailey Cape, Portland, OR","6221 Jessica Port, Olympia, WA",HB-COUNTER-2,bill of sale,N,day log 2024-08-28,
AMD-001278,2024-08-29,WL-02527,LOA,Length Overall (LOA),40.6,39.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-11-26,Y,day log 2024-08-29,
AMD-001279,2024-08-30,WL-02561,LOA,Length Overall (LOA),30.8,32.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-05-28,Y,day log 2024-08-30,
AMD-001280,2024-09-01,WL-02879,PROPULSION_TYPE,Propulsion Type,SAIL_MULTI,US,HB-COUNTER-2,insurance decl page,N,day log 2024-09-01,
AMD-001281,2024-09-02,WL-03259,VESSEL_TYPE,Vessel Type,POWER_STERNDRIVE,SAIL_MONO,HB-COUNTER-2,insurance decl page,N,day log 2024-09-02,
AMD-001282,2024-09-03,WL-01997,FLAG,Flag State,FIBERGLASS,POWER_INBOARD,HB-COUNTER-2,bill of sale,N,day log 2024-09-03,
AMD-001283,2024-09-03,WL-01323,VESSEL_NAME,Vessel Name,SCOTER SHORE,SPINDRIFT WAKE,HB-COUNTER-2,,N,day log 2024-09-03,
AMD-001284,2024-09-03,WL-03273,VESSEL_NAME,Vessel Name,OSPREY LIGHT,OSPREY RUNNER,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-03,
AMD-001285,2024-09-04,WL-01804,OWNER_ADDRESS,Owner Address,"8252 Davis Haven, Astoria, OR","438 Michelle Path, Olympia, WA",HB-COUNTER-2,,N,day log 2024-09-04,
AMD-001286,2024-09-04,WL-03410,VESSEL_NAME,Vessel Name,WIDGEON QUEEN,SABLE LIGHT,HB-COUNTER-2,,N,day log 2024-09-04,
AMD-001287,2024-09-04,WL-03381,LOA,Length Overall (LOA),44.7,42.9,HB-COUNTER-2,MC-2024-0411,Y,day log 2024-09-04,
AMD-001288,2024-09-05,WL-02401,LOA,Length Overall (LOA),31.2,31.7,HB-COUNTER-2,MC-2024-0091,Y,day log 2024-09-05,
AMD-001289,2024-09-05,WL-02401,BEAM,Beam (Width),10.6,10.8,HB-COUNTER-2,MC-2024-0091,Y,day log 2024-09-05,
AMD-001290,2024-09-06,WL-02927,ENGINE_HP,Engine Horsepower,150,110,HB-COUNTER-2,,N,day log 2024-09-06,
AMD-001291,2024-09-07,WL-01076,PROPULSION_TYPE,Propulsion Type,POWER_INBOARD,HOUSEBOAT,HB-COUNTER-2,insurance decl page,N,day log 2024-09-07,
AMD-001292,2024-09-08,WL-02558,GROSS_TONNAGE,Gross Tonnage (GT),29.1,29.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-07-07,Y,day log 2024-09-08,
AMD-001293,2024-09-08,WL-03512,OWNER_NAME,Owner Name,CRUISER,ALUMINUM,HB-COUNTER-2,registration,N,day log 2024-09-08,
AMD-001294,2024-09-08,WL-01766,LOA,Length Overall (LOA),33.7,32.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-11-26,Y,day log 2024-09-08,
AMD-001295,2024-09-09,WL-01648,DRAFT,Draft (Depth),3.3,3.4,HB-COUNTER-2,MC-2024-0787,Y,day log 2024-09-09,
AMD-001296,2024-09-10,WL-03608,ENGINE_HP,Engine Horsepower,150,110,HB-COUNTER-2,bill of sale,N,day log 2024-09-10,
AMD-001297,2024-09-10,WL-01922,PROPULSION_TYPE,Propulsion Type,POWER_OUTBOARD,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-10,
AMD-001298,2024-09-11,WL-02868,PROPULSION_TYPE,Propulsion Type,US,ELECTRIC,HB-COUNTER-2,driver's license,N,day log 2024-09-11,
AMD-001299,2024-09-12,WL-03023,HULL_MATERIAL,Hull Material,HOUSEBOAT,US,HB-COUNTER-2,,N,day log 2024-09-12,
AMD-001300,2024-09-12,WL-01328,BEAM,Beam (Width),15.0,15.5,HB-COUNTER-2,MC-2024-0306,Y,day log 2024-09-12,
AMD-001301,2024-09-12,WL-02311,OWNER_ADDRESS,Owner Address,"6300 Douglas Forks, Coos Bay, OR","8135 Ryan Meadows, Port Angeles, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-12,
AMD-001302,2024-09-12,WL-02842,YEAR_BUILT,Year Built,1991,1991,HB-COUNTER-2,driver's license,N,day log 2024-09-12,
AMD-001303,2024-09-13,WL-03122,BEAM,Beam (Width),8.5,7.5,HB-COUNTER-2,MC-2024-0972,Y,day log 2024-09-13,
AMD-001304,2024-09-13,WL-01071,DRAFT,Draft (Depth),5.2,5.5,HB-COUNTER-2,MC-2024-0252,Y,day log 2024-09-13,
AMD-001305,2024-09-15,WL-02901,VESSEL_NAME,Vessel Name,TIDE MOON,SANDERLING WAKE,HB-COUNTER-2,bill of sale,N,day log 2024-09-15,
AMD-001306,2024-09-16,WL-02828,VESSEL_TYPE,Vessel Type,POWER_OUTBOARD,COMMERCIAL_FISH,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-16,
AMD-001307,2024-09-17,WL-02364,DRAFT,Draft (Depth),4.1,3.6,HB-COUNTER-2,MC-2024-0520,Y,day log 2024-09-17,
AMD-001308,2024-09-18,WL-01841,HULL_MATERIAL,Hull Material,US,POWER_STERNDRIVE,HB-COUNTER-2,insurance decl page,N,day log 2024-09-18,
AMD-001309,2024-09-18,WL-03822,HULL_MATERIAL,Hull Material,CA,SAIL_MULTI,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-18,
AMD-001310,2024-09-18,WL-03624,VESSEL_TYPE,Vessel Type,CA,ELECTRIC,HB-COUNTER-2,bill of sale,N,day log 2024-09-18,
AMD-001311,2024-09-20,WL-02239,LOA,Length Overall (LOA),23.8,24.4,HB-COUNTER-2,MC-2024-0324,Y,day log 2024-09-20,
AMD-001312,2024-09-20,WL-01771,OWNER_NAME,Owner Name,SAIL_MONO,STEEL,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-20,
AMD-001313,2024-09-21,WL-02310,LOA,Length Overall (LOA),29.5,28.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-10-15,Y,day log 2024-09-21,
AMD-001314,2024-09-22,WL-03790,OWNER_NAME,Owner Name,POWER_INBOARD,ELECTRIC,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-22,
AMD-001315,2024-09-22,WL-02750,ENGINE_HP,Engine Horsepower,85,210,HB-COUNTER-2,bill of sale,N,day log 2024-09-22,
AMD-001316,2024-09-23,WL-01389,ENGINE_HP,Engine Horsepower,110,210,HB-COUNTER-2,registration,N,day log 2024-09-23,
AMD-001317,2024-09-26,WL-02310,YEAR_BUILT,Year Built,1989,1989,HB-COUNTER-2,insurance decl page,N,day log 2024-09-26,
AMD-001318,2024-09-26,WL-01327,FLAG,Flag State,POWER_INBOARD,SAIL_MONO,HB-COUNTER-2,insurance decl page,N,day log 2024-09-26,
AMD-001319,2024-09-27,WL-01342,BUILD_LOCATION,Build Location / Yard,CRUISER,SAIL_MONO,HB-COUNTER-2,owner declaration at counter,N,day log 2024-09-27,
AMD-001320,2024-09-28,WL-02768,ENGINE_MAKE,Engine Make / Model,SAIL_MONO,POWER_INBOARD,HB-COUNTER-2,driver's license,N,day log 2024-09-28,
AMD-001321,2024-10-01,WL-02932,BEAM,Beam (Width),10.6,10.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-12-14,Y,day log 2024-10-01,
AMD-001322,2024-10-02,WL-01717,VESSEL_NAME,Vessel Name,HALIBUT LIGHT,PETREL VEER,HB-COUNTER-2,,N,day log 2024-10-02,
AMD-001323,2024-10-04,WL-01430,LOA,Length Overall (LOA),27.2,27.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-02-17,Y,day log 2024-10-04,
AMD-001324,2024-10-04,WL-01645,GROSS_TONNAGE,Gross Tonnage (GT),32.4,33.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-02,Y,day log 2024-10-04,
AMD-001325,2024-10-05,WL-03202,ENGINE_MAKE,Engine Make / Model,HOUSEBOAT,WOOD,HB-COUNTER-2,,N,day log 2024-10-05,
AMD-001326,2024-10-07,WL-02415,HIN,Hull Identification Number,CHD79775O564,CHD55900P967,HB-COUNTER-2,driver's license,N,day log 2024-10-07,
AMD-001327,2024-10-08,WL-02607,LOA,Length Overall (LOA),24.7,27.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-01-01,Y,day log 2024-10-08,
AMD-001328,2024-10-08,WL-03547,LOA,Length Overall (LOA),44.9,44.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-11,Y,day log 2024-10-08,
AMD-001329,2024-10-08,WL-02779,PROPULSION_TYPE,Propulsion Type,POWER_STERNDRIVE,COMMERCIAL_FISH,HB-COUNTER-2,driver's license,N,day log 2024-10-08,
AMD-001330,2024-10-09,WL-02685,VESSEL_NAME,Vessel Name,HALIBUT WIND,BRANT BAY,HB-COUNTER-2,bill of sale,N,day log 2024-10-09,
AMD-001331,2024-10-11,WL-03757,LOA,Length Overall (LOA),52.8,52.7,HB-COUNTER-2,MC-2024-0126,Y,day log 2024-10-11,
AMD-001332,2024-10-11,WL-01996,OWNER_NAME,Owner Name,POWER_INBOARD,POWER_STERNDRIVE,HB-COUNTER-2,owner declaration at counter,N,day log 2024-10-11,
AMD-001333,2024-10-11,WL-03442,OFFICIAL_NUM,Official Number / Registration,959432,442795,HB-COUNTER-2,owner declaration at counter,N,day log 2024-10-11,
AMD-001334,2024-10-12,WL-01751,NET_TONNAGE,Net Tonnage (NT),13.6,14.3,HB-COUNTER-2,MC-2024-0528,Y,day log 2024-10-12,
AMD-001335,2024-10-13,WL-02478,VESSEL_NAME,Vessel Name,MURRE REACH,HALIBUT BAY,HB-COUNTER-2,owner declaration at counter,N,day log 2024-10-13,
AMD-001336,2024-10-14,WL-03360,NET_TONNAGE,Net Tonnage (NT),14.6,14.2,HB-COUNTER-2,MC-2024-0249,Y,day log 2024-10-14,
AMD-001337,2024-10-14,WL-01197,HULL_MATERIAL,Hull Material,US,TRAWLER,HB-COUNTER-2,insurance decl page,N,day log 2024-10-14,
AMD-001338,2024-10-16,WL-02407,HIN,Hull Identification Number,CHD97225D950,CHD59875X800,HB-COUNTER-2,insurance decl page,N,day log 2024-10-16,
AMD-001339,2024-10-18,WL-03476,HULL_MATERIAL,Hull Material,US,CRUISER,HB-COUNTER-2,insurance decl page,N,day log 2024-10-18,
AMD-001340,2024-10-19,WL-03694,OWNER_ADDRESS,Owner Address,"2810 Heather Overpass, Newport, OR","6081 Burnett Knoll, Tacoma, WA",HB-COUNTER-2,registration,N,day log 2024-10-19,
AMD-001341,2024-10-19,WL-02583,VESSEL_NAME,Vessel Name,BRANT LINE,KESTREL SOUND,HB-COUNTER-2,owner declaration at counter,N,day log 2024-10-19,
AMD-001342,2024-10-20,WL-01302,PROPULSION_TYPE,Propulsion Type,SAIL_MONO,ELECTRIC,HB-COUNTER-2,bill of sale,N,day log 2024-10-20,
AMD-001343,2024-10-22,WL-03473,OFFICIAL_NUM,Official Number / Registration,756913,154232,HB-COUNTER-2,,N,day log 2024-10-22,
AMD-001344,2024-10-23,WL-01258,BUILD_LOCATION,Build Location / Yard,POWER_INBOARD,SPORTFISH,HB-COUNTER-2,registration,N,day log 2024-10-23,
AMD-001345,2024-10-24,WL-02966,FLAG,Flag State,FIBERGLASS,STEEL,HB-COUNTER-2,insurance decl page,N,day log 2024-10-24,
AMD-001346,2024-10-25,WL-03751,ENGINE_HP,Engine Horsepower,330,110,HB-COUNTER-2,insurance decl page,N,day log 2024-10-25,
AMD-001347,2024-10-25,WL-02940,ENGINE_HP,Engine Horsepower,330,110,HB-COUNTER-2,registration,N,day log 2024-10-25,
AMD-001348,2024-10-26,WL-01100,HIN,Hull Identification Number,CHD87338S903,CHD94978M466,HB-COUNTER-2,insurance decl page,N,day log 2024-10-26,
AMD-001349,2024-10-28,WL-01257,VESSEL_NAME,Vessel Name,SABLE ANN,HERON LIGHT,HB-COUNTER-2,registration,N,day log 2024-10-28,
AMD-001350,2024-10-29,WL-02398,LOA,Length Overall (LOA),38.6,36.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-24,Y,day log 2024-10-29,
AMD-001351,2024-10-30,WL-02083,OFFICIAL_NUM,Official Number / Registration,660154,951619,HB-COUNTER-2,bill of sale,N,day log 2024-10-30,
AMD-001352,2024-10-30,WL-02013,VESSEL_NAME,Vessel Name,SANDERLING WIND,CORMORANT LIGHT,HB-COUNTER-2,,N,day log 2024-10-30,
AMD-001353,2024-10-30,WL-01448,YEAR_BUILT,Year Built,1983,1983,HB-COUNTER-2,registration,N,day log 2024-10-30,
AMD-001354,2024-10-31,WL-02051,OFFICIAL_NUM,Official Number / Registration,471191,672774,HB-COUNTER-2,bill of sale,N,day log 2024-10-31,
AMD-001355,2024-10-31,WL-01685,VESSEL_TYPE,Vessel Type,SAIL_MULTI,FOAM_CORE,HB-COUNTER-2,bill of sale,N,day log 2024-10-31,
AMD-001356,2024-11-01,WL-02670,HIN,Hull Identification Number,CHD11923O350,CHD12287E737,HB-COUNTER-2,,N,day log 2024-11-01,
AMD-001357,2024-11-01,WL-02898,OWNER_NAME,Owner Name,SPORTFISH,COMMERCIAL_FISH,HB-COUNTER-2,,N,day log 2024-11-01,
AMD-001358,2024-11-03,WL-02883,NET_TONNAGE,Net Tonnage (NT),12.7,13.3,HB-COUNTER-2,MC-2024-0586,Y,day log 2024-11-03,
AMD-001359,2024-11-05,WL-02518,OWNER_NAME,Owner Name,FIBERGLASS,SAIL_MONO,HB-COUNTER-2,,N,day log 2024-11-05,
AMD-001360,2024-11-05,WL-01911,HULL_MATERIAL,Hull Material,CRUISER,ALUMINUM,HB-COUNTER-2,registration,N,day log 2024-11-05,
AMD-001361,2024-11-05,WL-03780,OWNER_NAME,Owner Name,POWER_INBOARD,ALUMINUM,HB-COUNTER-2,bill of sale,N,day log 2024-11-05,
AMD-001362,2024-11-05,WL-03050,LOA,Length Overall (LOA),39.5,42.3,HB-COUNTER-2,MC-2024-0375,Y,day log 2024-11-05,
AMD-001363,2024-11-05,WL-03446,OFFICIAL_NUM,Official Number / Registration,828723,413627,HB-COUNTER-2,driver's license,N,day log 2024-11-05,
AMD-001364,2024-11-05,WL-02864,VESSEL_NAME,Vessel Name,GRAY BAY,OTTER WEATHER,HB-COUNTER-2,bill of sale,N,day log 2024-11-05,
AMD-001365,2024-11-06,WL-03680,VESSEL_TYPE,Vessel Type,ALUMINUM,COMMERCIAL_FISH,HB-COUNTER-2,registration,N,day log 2024-11-06,
AMD-001366,2024-11-07,WL-01874,HULL_MATERIAL,Hull Material,TRAWLER,SPORTFISH,HB-COUNTER-2,bill of sale,N,day log 2024-11-07,
AMD-001367,2024-11-08,WL-02427,BEAM,Beam (Width),12.5,11.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-10-09,Y,day log 2024-11-08,
AMD-001368,2024-11-08,WL-01643,OWNER_ADDRESS,Owner Address,"4714 Nash Keys, Bellingham, WA","6546 Henry Valley, Seattle, WA",HB-COUNTER-2,driver's license,N,day log 2024-11-08,
AMD-001369,2024-11-08,WL-02402,HULL_MATERIAL,Hull Material,WOOD,FOAM_CORE,HB-COUNTER-2,,N,day log 2024-11-08,
AMD-001370,2024-11-09,WL-01072,OFFICIAL_NUM,Official Number / Registration,223895,196702,HB-COUNTER-2,insurance decl page,N,day log 2024-11-09,
AMD-001371,2024-11-11,WL-02197,OWNER_NAME,Owner Name,POWER_INBOARD,FOAM_CORE,HB-COUNTER-2,registration,N,day log 2024-11-11,
AMD-001372,2024-11-11,WL-01283,BEAM,Beam (Width),9.0,8.8,HB-COUNTER-2,,Y,day log 2024-11-11,
AMD-001373,2024-11-11,WL-01278,PROPULSION_TYPE,Propulsion Type,SPORTFISH,US,HB-COUNTER-2,insurance decl page,N,day log 2024-11-11,
AMD-001374,2024-11-12,WL-01509,BUILD_LOCATION,Build Location / Yard,SAIL_MULTI,STEEL,HB-COUNTER-2,driver's license,N,day log 2024-11-12,
AMD-001375,2024-11-13,WL-03782,VESSEL_TYPE,Vessel Type,POWER_OUTBOARD,ELECTRIC,HB-COUNTER-2,owner declaration at counter,N,day log 2024-11-13,
AMD-001376,2024-11-14,WL-03330,BEAM,Beam (Width),15.2,15.6,HB-COUNTER-2,MC-2024-0372,Y,day log 2024-11-14,
AMD-001377,2024-11-15,WL-02370,OFFICIAL_NUM,Official Number / Registration,918866,250934,HB-COUNTER-2,driver's license,N,day log 2024-11-15,
AMD-001378,2024-11-15,WL-03095,PROPULSION_TYPE,Propulsion Type,ELECTRIC,HOUSEBOAT,HB-COUNTER-2,driver's license,N,day log 2024-11-15,
AMD-001379,2024-11-16,WL-01454,ENGINE_HP,Engine Horsepower,85,110,HB-COUNTER-2,insurance decl page,N,day log 2024-11-16,
AMD-001380,2024-11-17,WL-02229,OWNER_NAME,Owner Name,SAIL_MULTI,SPORTFISH,HB-COUNTER-2,owner declaration at counter,N,day log 2024-11-17,
AMD-001381,2024-11-17,WL-03449,GROSS_TONNAGE,Gross Tonnage (GT),5.5,5.1,HB-COUNTER-2,MC-2024-0372,Y,day log 2024-11-17,
AMD-001382,2024-11-17,WL-02146,FLAG,Flag State,TRAWLER,ELECTRIC,HB-COUNTER-2,insurance decl page,N,day log 2024-11-17,
AMD-001383,2024-11-19,WL-03268,OFFICIAL_NUM,Official Number / Registration,570400,251612,HB-COUNTER-2,driver's license,N,day log 2024-11-19,
AMD-001384,2024-11-19,WL-02442,LOA,Length Overall (LOA),37.6,38.1,HB-COUNTER-2,MC-2024-0282,Y,day log 2024-11-19,
AMD-001385,2024-11-19,WL-01558,YEAR_BUILT,Year Built,1986,1986,HB-COUNTER-2,insurance decl page,N,day log 2024-11-19,
AMD-001386,2024-11-20,WL-01180,ENGINE_MAKE,Engine Make / Model,POWER_INBOARD,SAIL_MONO,HB-COUNTER-2,driver's license,N,day log 2024-11-20,
AMD-001387,2024-11-20,WL-03709,NET_TONNAGE,Net Tonnage (NT),33.0,33.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-08-09,Y,day log 2024-11-20,
AMD-001388,2024-11-20,WL-01569,FLAG,Flag State,US,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2024-11-20,
AMD-001389,2024-11-20,WL-02202,BEAM,Beam (Width),11.3,11.9,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-19,Y,day log 2024-11-20,
AMD-001390,2024-11-21,WL-03435,BUILD_LOCATION,Build Location / Yard,COMMERCIAL_FISH,SPORTFISH,HB-COUNTER-2,owner declaration at counter,N,day log 2024-11-21,
AMD-001391,2024-11-22,WL-02705,ENGINE_HP,Engine Horsepower,210,375,HB-COUNTER-2,bill of sale,N,day log 2024-11-22,
AMD-001392,2024-11-22,WL-02239,HIN,Hull Identification Number,CHD53361S640,CHD69603N583,HB-COUNTER-2,bill of sale,N,day log 2024-11-22,
AMD-001393,2024-11-23,WL-02857,NET_TONNAGE,Net Tonnage (NT),36.3,38.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-02-20,Y,day log 2024-11-23,
AMD-001394,2024-11-24,WL-03275,BEAM,Beam (Width),11.3,10.8,HB-COUNTER-2,MC-2024-0955,Y,day log 2024-11-24,
AMD-001395,2024-11-26,WL-01168,YEAR_BUILT,Year Built,1992,1992,HB-COUNTER-2,driver's license,N,day log 2024-11-26,
AMD-001396,2024-11-26,WL-02033,HULL_MATERIAL,Hull Material,CRUISER,CA,HB-COUNTER-2,owner declaration at counter,N,day log 2024-11-26,
AMD-001397,2024-11-26,WL-01163,NET_TONNAGE,Net Tonnage (NT),36.3,37.9,HB-COUNTER-2,MC-2024-0527,Y,day log 2024-11-26,
AMD-001398,2024-11-27,WL-01406,BEAM,Beam (Width),12.2,12.7,HB-COUNTER-2,MC-2024-0379,Y,day log 2024-11-27,
AMD-001399,2024-11-27,WL-02769,NET_TONNAGE,Net Tonnage (NT),24.9,23.0,HB-COUNTER-2,MC-2024-0328,Y,day log 2024-11-27,
AMD-001400,2024-11-28,WL-03511,LOA,Length Overall (LOA),24.5,22.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-03,Y,day log 2024-11-28,
AMD-001401,2024-11-28,WL-01123,BUILD_LOCATION,Build Location / Yard,ELECTRIC,US,HB-COUNTER-2,insurance decl page,N,day log 2024-11-28,
AMD-001402,2024-11-29,WL-03604,ENGINE_HP,Engine Horsepower,85,85,HB-COUNTER-2,registration,N,day log 2024-11-29,
AMD-001403,2024-11-30,WL-02150,LOA,Length Overall (LOA),34.3,32.9,HB-COUNTER-2,MC-2024-0438,Y,day log 2024-11-30,
AMD-001404,2024-12-01,WL-01396,FLAG,Flag State,HOUSEBOAT,ELECTRIC,HB-COUNTER-2,bill of sale,N,day log 2024-12-01,
AMD-001405,2024-12-01,WL-03853,FLAG,Flag State,CRUISER,FIBERGLASS,HB-COUNTER-2,insurance decl page,N,day log 2024-12-01,
AMD-001406,2024-12-02,WL-03583,LOA,Length Overall (LOA),50.6,49.0,HB-COUNTER-2,MC-2024-0227,Y,day log 2024-12-02,
AMD-001407,2024-12-03,WL-02252,OFFICIAL_NUM,Official Number / Registration,309930,224412,HB-COUNTER-2,insurance decl page,N,day log 2024-12-03,
AMD-001408,2024-12-05,WL-02001,LOA,Length Overall (LOA),46.3,46.8,HB-COUNTER-2,MC-2024-0801,Y,day log 2024-12-05,
AMD-001409,2024-12-05,WL-02133,LOA,Length Overall (LOA),28.2,28.4,HB-COUNTER-2,MC-2024-0696,Y,day log 2024-12-05,
AMD-001410,2024-12-06,WL-03585,YEAR_BUILT,Year Built,1970,1970,HB-COUNTER-2,registration,N,day log 2024-12-06,
AMD-001411,2024-12-07,WL-02026,LOA,Length Overall (LOA),25.7,23.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-10-14,Y,day log 2024-12-07,
AMD-001412,2024-12-10,WL-02531,GROSS_TONNAGE,Gross Tonnage (GT),25.6,25.5,HB-COUNTER-2,MC-2024-0988,Y,day log 2024-12-10,
